# bpm=135.9992
# duration=219.0803
hat	55.5189	0.1670
kick	55.5654	0.1811
beat	55.6118	1.0000
snare	55.6815	0.4104
hat	55.6815	0.1967
kick	55.7511	0.2146
hat	55.7976	0.1082
onset	55.8440	0.1030
hat	55.8904	0.0873
kick	55.9137	0.2641
onset	55.9137	0.1879
hat	55.9601	0.2043
snare	56.0065	0.1250
beat	56.0994	1.0000
onset	56.0994	0.0934
snare	56.1226	0.3651
hat	56.1226	0.2831
kick	56.2852	0.6186
onset	56.3316	0.2928
beat	56.4477	1.0000
onset	56.4477	0.1577
kick	56.4709	0.3313
hat	56.5406	0.2367
snare	56.5638	0.3687
onset	56.5870	0.1175
onset	56.6799	0.2881
kick	56.7496	0.4382
hat	56.8192	0.2802
